0;-250,0;0;-87,3333729569
0,1;-250,0;8,69E-02;-87,3332520168
0,2;-250,0;0,173888815332;-87,332889198
0,3;-250,0;0,260831589342;-87,3322845049
0,4;-250,0;0,34777240024;-87,3314379446
0,5;-250,0;0,434710597241;-87,3303495274
0,6;-250,0;0,521645526947;-87,3290192664
0,7;-250,0;0,608576533224;-87,3274471775
0,8;-250,0;0,695502963985;-87,3256332796
0,9;-250,0;0,782424165437;-87,3235775945
1;-250,0;0,869339484443;-87,3212801469
1,1;-250,0;0,956248268488;-87,3187409644
1,2;-250,0;1,04314986305;-87,3159600775
1,3;-250,0;1,13004361676;-87,3129375195
1,4;-250,0;1,21692887558;-87,3096733268
1,5;-250,0;1,30380498798;-87,3061675386
1,6;-250,0;1,39067130051;-87,3024201967
1,7;-250,0;1,47752716152;-87,298431346
1,8;-250,0;1,56437191906;-87,2942010347
1,9;-250,0;1,65120492095;-87,2897293136
2;-250,0;1,73802551598;-87,2850162362
2,1;-250,0;1,82483305257;-87,2800618594
2,2;-250,0;1,91162687957;-87,2748662425
2,3;-250,0;1,99840634658;-87,2694294477
2,4;-250,0;2,08517080253;-87,2637515402
2,5;-250,0;2,17191959751;-87,2578325882
2,6;-250,0;2,25865208163;-87,2516726627
2,7;-250,0;2,34536760524;-87,2452718375
2,8;-250,0;2,43206551865;-87,2386301893
2,9;-250,0;2,51874517358;-87,2317477979
3;-250,0;2,6054059209;-87,2246247456
3,1;-250,0;2,69204711274;-87,2172611179
3,2;-250,0;2,77866810116;-87,2096570029
3,3;-250,0;2,86526823865;-87,2018124919
3,4;-250,0;2,9518468783;-87,1937276787
3,5;-250,0;3,03840337337;-87,1854026602
3,6;-250,0;3,12493707776;-87,1768375362
3,7;-250,0;3,21144734586;-87,1680324091
3,8;-250,0;3,29793353227;-87,1589873843
3,9;-250,0;3,3843949923;-87,1497025702
4;-250,0;3,47083108149;-87,1401780777
4,1;-250,0;3,55724115606;-87,130414021
4,2;-250,0;3,64362457274;-87,1204105167
4,3;-250,0;3,72998068875;-87,1101676845
4,4;-250,0;3,81630886166;-87,099685647
4,5;-250,0;3,90260844991;-87,0889645293
4,6;-250,0;3,98887881244;-87,0780044596
4,7;-250,0;4,0751193084;-87,0668055688
4,8;-250,0;4,16132929791;-87,0553679909
4,9;-250,0;4,2475081415;-87,0436918623
5;-250,0;4,33365520055;-87,0317773224
5,1;-250,0;4,4197698367;-87,0196245136
5,2;-250,0;4,50585141242;-87,0072335807
5,3;-250,0;4,59189929072;-86,9946046718
5,4;-250,0;4,67791283543;-86,9817379374
5,5;-250,0;4,76389141103;-86,9686335309
5,6;-250,0;4,8498343824;-86,9552916086
5,7;-250,0;4,93574111557;-86,9417123295
5,8;-250,0;5,0216109768;-86,9278958554
5,9;-250,0;5,10744333336;-86,9138423508
6;-250,0;5,19323755317;-86,8995519832
6,1;-250,0;5,278993005;-86,8850249226
6,2;-250,0;5,3647090581;-86,8702613419
6,3;-250,0;5,45038508272;-86,8552614168
6,4;-250,0;5,53602044981;-86,8400253257
6,5;-250,0;5,62161453115;-86,8245532497
6,6;-250,0;5,70716669926;-86,8088453727
6,7;-250,0;5,79267632751;-86,7929018815
6,8;-250,0;5,87814279008;-86,7767229652
6,9;-250,0;5,96356546187;-86,7603088162
7;-250,0;6,04894371889;-86,7436596291
7,1;-250,0;6,13427693778;-86,7267756016
7,2;-250,0;6,21956449605;-86,7096569339
7,3;-250,0;6,30480577239;-86,692303829
7,4;-250,0;6,39000014592;-86,6747164928
7,5;-250,0;6,47514699707;-86,6568951334
7,6;-250,0;6,56024570695;-86,6388399621
7,7;-250,0;6,64529565772;-86,6205511926
7,8;-250,0;6,73029623235;-86,6020290415
7,9;-250,0;6,81524681491;-86,5832737275
8;-250,0;6,90014679032;-86,5642854726
8,1;-250,0;6,98499554459;-86,5450645014
8,2;-250,0;7,0697924645;-86,5256110413
8,3;-250,0;7,15453693805;-86,5059253214
8,4;-250,0;7,2392283542;-86,4860075746
8,5;-250,0;7,32386610282;-86,4658580357
8,6;-250,0;7,40844957502;-86,4454769429
8,7;-250,0;7,49297816268;-86,4248645359
8,8;-250,0;7,57745125887;-86,4040210581
8,9;-250,0;7,66186825776;-86,3829467548
9;-250,0;7,74622855179;-86,3616418438
9,1;-250,0;7,8305315455;-86,3401066676
9,2;-250,0;7,91477662807;-86,3183413878
9,3;-250,0;7,99896320072;-86,2963462909
9,4;-250,0;8,083090663;-86,2741216356
9,5;-250,0;8,16715841567;-86,2516676828
9,6;-250,0;8,25116586067;-86,2289846965
9,7;-250,0;8,33511240099;-86,2060729427
9,8;-250,0;8,41899744084;-86,1829326904
9,9;-250,0;8,5028203855;-86,1595642109
10;-250,0;8,58658064164;-86,135967778
10,1;-250,0;8,67027761691;-86,1121436684
10,2;-250,0;8,7539107203;-86,0880921608
10,3;-250,0;8,83747936195;-86,0638135369
10,4;-250,0;8,92098295324;-86,0393080806
10,5;-250,0;9,00442090674;-86,0145760784
10,6;-250,0;9,08779263638;-85,9896178193
10,7;-250,0;9,17109755726;-85,9644335948
10,8;-250,0;9,25433508571;-85,9390236989
10,9;-250,0;9,33750463949;-85,913388428
11;-250,0;9,42060563742;-85,8875280811
11,1;-250,0;9,50363749984;-85,8614429594
11,2;-250,0;9,58659964827;-85,835133367
11,3;-250,0;9,66949150555;-85,8085996099
11,4;-250,0;9,75231249597;-85,781841997
11,5;-250,0;9,83506204485;-85,7548608393
11,6;-250,0;9,91773957924;-85,7276564504
11,7;-250,0;10,0003445274;-85,7002291463
11,8;-250,0;10,0828763187;-85,6725792453
11,9;-250,0;10,1653343843;-85,6447070681
12;-250,0;10,2477181566;-85,616612938
